,product_url,overall_ratings,is_vegan,is_cruelty_free,award_wins,is_clean_product,has_clinical_results,has_alcohol,price,sizing_options_count,image_count,video_count,combination_skin_type,dry_skin_type,normal_skin_type,oily_skin_type,sensitive_skin_type,wrinkles_skincare_concerns,dryness_skincare_concerns,dark_circles_skincare_concerns,uneven_tone_skincare_concerns,loss_of_firmness_skincare_concerns,acne_skincare_concerns,dark_spots_skincare_concerns,targets_signs_of_aging_skincare_concerns,puffiness_skincare_concerns,lightweight_liquid_skincare_concerns,uneven_texture_skincare_concerns,redness_skincare_concerns,oiliness_skincare_concerns,makeup_removal_skincare_concerns,pores_skincare_concerns,from_famous_brand
104,https://www.sephora.com/product/farmacy-whipped-greens-oil-free-foaming-cleanser-with-moringa-papaya-P466661?icid2=products grid:p466661,4.5,0,1,0,1,0,1,28.0,1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
105,https://www.sephora.com/product/bloomstay-vitalizing-cream-P448927?icid2=products grid:p448927,4.5,0,0,0,0,0,1,155.0,1,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106,https://www.sephora.com/product/dr-andrew-weil-for-origins-mega-mushroom-relief-resilience-hydra-burst-gel-lotion-P443550?icid2=products grid:p443550,4.0,0,0,0,1,0,1,69.0,1,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
107,https://www.sephora.com/product/waterprooof-eye-makeup-remover-P445445?icid2=products grid:p445445,3.0,1,0,0,1,1,0,7.0,2,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,https://www.sephora.com/product/paula-s-choice-resist-barrier-repair-moisturizer-with-retinol-P469518?icid2=products grid:p469518,5.0,0,1,0,0,0,0,33.0,1,7,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,https://www.sephora.com/product/extra-gentle-bi-phase-makeup-remover-for-eyes-lips-P429979?icid2=products grid:p429979,3.5,0,0,0,0,1,0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,https://www.sephora.com/product/green-tea-moisture-balancing-cream-P449846?icid2=products grid:p449846,4.0,0,0,0,0,0,1,20.0,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
111,https://www.sephora.com/product/eczema-dermatitis-face-balm-P442843?icid2=products grid:p442843,4.5,0,0,0,1,0,1,28.0,1,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
112,https://www.sephora.com/product/glamglow-superwatergel-triple-acid-oil-free-moisturizer-P467951?icid2=products grid:p467951,4.5,0,0,0,0,0,0,56.0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,https://www.sephora.com/product/sephora-collection-hemp-cleansing-wipes-P455211?icid2=products grid:p455211,4.0,0,0,0,0,0,0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
114,https://www.sephora.com/product/rosilliance-organic-bb-cream-spf-30-P409519?icid2=products grid:p409519,4.0,0,0,0,1,1,1,52.0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,https://www.sephora.com/product/sleeping-beauty-purifying-mousse-pink-clay-sleep-mask-P447408?icid2=products grid:p447408,4.5,1,1,0,1,0,1,43.0,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
116,https://www.sephora.com/product/argan-infinity-cream-intensive-creamy-oil-P377570?icid2=products grid:p377570,4.5,0,0,0,1,0,1,28.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,https://www.sephora.com/product/ultra-facial-cream-P421996?icid2=products grid:p421996,4.5,0,0,0,0,0,1,32.0,3,9,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
118,https://www.sephora.com/product/micellar-cleansing-water-P381020?icid2=products grid:p381020,4.0,0,0,0,1,1,1,28.0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,https://www.sephora.com/product/umbrian-clay-mattifying-face-exfoliant-P379065?icid2=products grid:p379065,4.5,0,0,0,1,1,1,33.0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
120,https://www.sephora.com/product/extra-firming-night-P429504?icid2=products grid:p429504,4.0,0,0,0,0,1,1,94.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,https://www.sephora.com/product/miracle-water-tm-3-in-1-glow-tonic-P423414?icid2=products grid:p423414,4.5,0,0,0,0,1,1,38.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,https://www.sephora.com/product/bye-bye-pores-leave-on-solution-pore-refining-toner-P448934?icid2=products grid:p448934,4.0,0,0,0,0,1,1,34.0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
123,https://www.sephora.com/product/glow-recipe-watermelon-glow-pha-bha-pore-tight-toner-P458219?icid2=products grid:p458219,4.5,1,1,0,1,1,1,34.0,2,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
124,https://www.sephora.com/product/dr-barbara-sturm-brightening-face-cream-P448550?icid2=products grid:p448550,5.0,1,1,0,1,0,1,230.0,1,3,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
125,https://www.sephora.com/product/perfect-cleansing-oil-P388545?icid2=products grid:p388545,4.5,0,0,0,0,0,0,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,https://www.sephora.com/product/milky-hydra-balancing-moisturizer-P394637?icid2=products grid:p394637,4.5,0,0,0,1,0,1,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,https://www.sephora.com/product/the-cleansing-micellar-water-P417114?icid2=products grid:p417114,4.5,0,1,0,0,0,0,95.0,1,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
128,https://www.sephora.com/product/ultra-repair-wild-oat-hydrating-toner-P447603?icid2=products grid:p447603,4.5,0,1,0,1,1,0,22.0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,https://www.sephora.com/product/balancing-force-oil-control-toner-P416816?icid2=products grid:p416816,4.5,0,0,0,1,1,0,29.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,https://www.sephora.com/product/perfecting-day-cream-broad-spectrum-spf-30-pa-P4039?icid2=products grid:p4039,4.0,0,0,0,0,0,1,58.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,https://www.sephora.com/product/sobel-skin-rx-plant-stem-cell-day-cream-spf-30-P451747?icid2=products grid:p451747,4.5,0,1,0,1,0,1,75.0,1,8,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132,https://www.sephora.com/product/shani-darden-sake-toning-essence-P455931?icid2=products grid:p455931,4.5,0,1,0,0,0,0,52.0,1,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
133,https://www.sephora.com/product/purifying-cleanser-P392144?icid2=products grid:p392144,4.0,1,1,0,1,0,1,76.0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
134,https://www.sephora.com/product/innisfree-pore-clearing-volcanic-cleansing-balm-P469479?icid2=products grid:p469479,4.5,0,0,0,0,0,1,10.0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
135,https://www.sephora.com/product/gentle-eye-makeup-remover-P379947?icid2=products grid:p379947,3.5,0,0,0,0,0,0,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,https://www.sephora.com/product/confidence-in-cream-transforming-moisturizing-super-cream-P411403?icid2=products grid:p411403,4.5,0,0,0,0,1,1,49.0,3,9,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,https://www.sephora.com/product/bio-performance-liftdynamic-cream-P410758?icid2=products grid:p410758,3.5,0,0,0,0,1,1,120.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,https://www.sephora.com/product/mario-badescu-witch-hazel-lavender-toner-P462379?icid2=products grid:p462379,4.5,0,1,0,0,0,0,14.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
139,https://www.sephora.com/product/dr-barbara-sturm-enzyme-cleanser-P448554?icid2=products grid:p448554,4.5,0,0,0,0,0,0,75.0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,https://www.sephora.com/product/coconut-face-cream-P416143?icid2=products grid:p416143,4.5,0,0,0,1,0,1,38.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,https://www.sephora.com/product/prep-n-glow-cloths-P414661?icid2=products grid:p414661,4.5,0,0,0,0,0,0,20.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,https://www.sephora.com/product/midnight-recovery-botanical-cleansing-oil-P422257?icid2=products grid:p422257,4.5,0,0,0,0,0,0,32.0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,https://www.sephora.com/product/problem-solution-toner-P410817?icid2=products grid:p410817,4.5,0,0,0,1,0,1,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,https://www.sephora.com/product/the-method-nourish-P399743?icid2=products grid:p399743,4.5,0,0,0,0,0,1,100.0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,https://www.sephora.com/product/the-original-makeup-eraser-makeup-remover-cloth-P396033?icid2=products grid:p396033,4.5,0,0,0,0,0,0,20.0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,https://www.sephora.com/product/tarte-knockout-daily-exfoliating-cleanser-P454376?icid2=products grid:p454376,4.0,1,1,0,1,0,0,24.0,2,4,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147,https://www.sephora.com/product/nutrient-charged-water-gel-P427638?icid2=products grid:p427638,4.5,0,1,0,0,1,1,62.0,1,5,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
148,https://www.sephora.com/product/ultra-facial-moisturizer-spf-30-P422004?icid2=products grid:p422004,4.0,0,0,0,0,0,0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,https://www.sephora.com/product/modern-friction-nature-s-gentle-dermabrasion-P297513?icid2=products grid:p297513,4.5,0,0,0,1,1,1,44.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,https://www.sephora.com/product/essential-power-skin-toner-for-combination-to-oily-skin-P420672?icid2=products grid:p420672,4.0,0,0,0,0,0,0,28.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,https://www.sephora.com/product/dior-capture-totale-cell-energy-high-performance-treatment-serum-lotion-P454808?icid2=products grid:p454808,4.0,0,0,0,0,1,0,65.0,1,6,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
152,https://www.sephora.com/product/squalane-antioxidant-cleansing-oil-P416560?icid2=products grid:p416560,4.0,1,1,0,1,1,1,30.0,1,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
153,https://www.sephora.com/product/sobel-skin-rx-4-5-retinol-night-treatment-P447213?icid2=products grid:p447213,4.5,0,1,0,1,1,1,105.0,1,8,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
154,https://www.sephora.com/product/gentle-oil-free-eye-makeup-remover-P301779?icid2=products grid:p301779,4.5,0,0,0,0,1,1,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,https://www.sephora.com/product/cleansing-exfoliating-wipes-P409800?icid2=products grid:p409800,4.5,0,0,0,0,1,0,8.0,2,4,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
156,https://www.sephora.com/product/lapis-oil-balancing-facial-oil-P400203?icid2=products grid:p400203,4.5,0,0,0,1,0,1,72.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,https://www.sephora.com/product/future-solution-lx-extra-rich-cleansing-foam-P423164?icid2=products grid:p423164,4.0,0,0,0,0,1,1,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,https://www.sephora.com/product/ultra-facial-overnight-hydrating-mask-P422009?icid2=products grid:p422009,4.0,0,0,0,0,0,1,38.0,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
159,https://www.sephora.com/product/dr-andrew-weil-for-origins-tm-mega-mushroom-relief-resilience-soothing-treatment-lotion-P431524?icid2=products grid:p431524,4.0,0,0,0,1,0,1,21.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,https://www.sephora.com/product/all-day-hydrator-hydrate-glow-P438617?icid2=products grid:p438617,4.0,0,0,0,1,1,1,17.0,2,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
161,https://www.sephora.com/product/fermented-soybean-firming-energy-essence-P449862?icid2=products grid:p449862,4.5,0,0,0,0,0,0,39.0,1,5,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
162,https://www.sephora.com/product/ginzing-refreshing-scrub-cleanser-P386197?icid2=products grid:p386197,4.5,1,1,0,1,0,1,23.0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
163,https://www.sephora.com/product/counter-balance-oil-control-hydrator-P416818?icid2=products grid:p416818,4.0,0,0,0,1,1,1,36.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,https://www.sephora.com/product/fenty-skin-instant-reset-overnight-gel-cream-P467250?icid2=products grid:p467250,4.0,0,1,0,1,1,1,40.0,1,3,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,https://www.sephora.com/product/advanced-night-micro-cleansing-foam-P408273?icid2=products grid:p408273,4.0,0,0,0,0,0,1,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,https://www.sephora.com/product/rose-milk-re-hydrating-mist-P447607?icid2=products grid:p447607,3.5,0,0,0,0,0,1,30.0,1,6,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
167,https://www.sephora.com/product/innisfree-cherry-blossom-dewy-glow-mist-P458759?icid2=products grid:p458759,4.5,0,0,0,0,0,1,18.0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
168,https://www.sephora.com/product/instant-long-wear-makeup-remover-P270562?icid2=products grid:p270562,4.5,0,0,0,0,0,1,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,https://www.sephora.com/product/super-restorative-night-age-spot-correcting-replenishing-cream-P388544?icid2=products grid:p388544,4.0,0,0,0,0,0,1,137.0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,https://www.sephora.com/product/creme-ancienne-P42592?icid2=products grid:p42592,4.5,0,0,0,1,1,1,320.0,1,4,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,https://www.sephora.com/product/elevate-firming-lifting-neck-cream-P449164?icid2=products grid:p449164,4.5,0,0,0,0,0,0,84.0,1,5,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
172,https://www.sephora.com/product/truth-on-the-glow-cleansing-cloths-P385342?icid2=products grid:p385342,4.0,0,0,0,1,1,0,15.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,https://www.sephora.com/product/the-indigo-cream-soothing-skin-protectant-P434556?icid2=products grid:p434556,4.5,0,0,0,1,0,1,85.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,https://www.sephora.com/product/essential-power-skin-toner-for-normal-to-dry-skin-P420671?icid2=products grid:p420671,4.5,0,0,0,0,0,1,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,https://www.sephora.com/product/augustinus-bader-the-cream-with-tfc8-face-moisturizer-P470507?icid2=products grid:p470507,5.0,0,1,0,0,1,0,265.0,2,8,3,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
176,https://www.sephora.com/product/green-tea-hydrating-cleansing-oil-P449842?icid2=products grid:p449842,4.0,0,0,0,0,0,1,22.0,1,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
177,https://www.sephora.com/product/moon-juice-cosmic-cream-collagen-protecting-moisturizer-P454090?icid2=products grid:p454090,3.5,1,1,0,1,0,1,58.0,1,2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,https://www.sephora.com/product/the-balance-ph-balancing-gel-cleanser-P438643?icid2=products grid:p438643,4.5,1,1,0,1,1,1,35.0,1,5,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
179,https://www.sephora.com/product/mousse-radiance-clarifying-self-foaming-cleanser-P217909?icid2=products grid:p217909,4.5,0,0,0,0,0,1,32.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,https://www.sephora.com/product/ultra-facial-cleanser-P422007?skuId=2381945&icid2=products grid:p422007,4.5,0,0,0,0,0,1,25.0,2,8,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
181,https://www.sephora.com/product/screen-time-hydrating-mist-P450592?icid2=products grid:p450592,4.5,1,1,0,1,0,1,29.0,1,5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
182,https://www.sephora.com/product/c-collagen-deep-cream-P421957?icid2=products grid:p421957,4.0,0,0,0,1,1,1,72.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,https://www.sephora.com/product/gentle-rejuvenating-cleanser-P296413?icid2=products grid:p296413,4.5,0,0,0,0,1,0,28.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,https://www.sephora.com/product/creme-du-nil-pore-refining-moisture-veil-P411869?icid2=products grid:p411869,4.0,0,0,0,1,1,1,58.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,https://www.sephora.com/product/waterburst-tm-hydrated-glow-moisturizer-P427392?icid2=products grid:p427392,4.0,0,0,0,0,0,0,52.0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,https://www.sephora.com/product/major-moisture-gentle-cream-cleanser-P433972?icid2=products grid:p433972,4.5,0,0,0,1,0,1,18.0,1,6,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
187,https://www.sephora.com/product/hydro-biotic-tm-recovery-sleeping-mask-P427397?icid2=products grid:p427397,4.5,0,0,0,0,1,0,52.0,1,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,https://www.sephora.com/product/aqua-reotier-ultra-thirst-quenching-cream-moisturizer-P429938?icid2=products grid:p429938,3.5,0,0,0,0,0,1,32.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,https://www.sephora.com/product/essential-balancing-emulsion-P448923?icid2=products grid:p448923,4.0,0,0,0,0,0,1,63.0,1,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190,https://www.sephora.com/product/belif-aqua-bomb-brightening-vitamin-c-cream-P471535?icid2=products grid:p471535,4.5,0,0,0,1,0,1,43.0,1,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
191,https://www.sephora.com/product/confidence-in-cream-tm-transforming-moisturizing-super-cream-P427641?icid2=products grid:p427641,3.5,0,0,0,0,1,1,18.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,https://www.sephora.com/product/clinique-smart-clinical-md-multi-dimensional-age-transformer-duo-resculpt-revolumize-P448565?icid2=products grid:p448565,3.0,0,0,0,0,1,1,69.0,1,7,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
193,https://www.sephora.com/product/dramatically-different-moisturizing-cream-P398717?icid2=products grid:p398717,4.5,0,0,0,0,0,0,29.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,https://www.sephora.com/product/dermalogica-hydro-masque-exfoliant-P462344?icid2=products grid:p462344,4.5,0,1,0,0,0,1,60.0,1,6,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
195,https://www.sephora.com/product/baby-pekee-bar-tm-juju-bar-tm-travel-duo-P405584?icid2=products grid:p405584,4.5,0,0,0,1,1,1,16.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,https://www.sephora.com/product/advanced-time-zone-night-age-reversing-line-wrinkle-creme-P380007?icid2=products grid:p380007,4.5,0,0,0,0,1,1,85.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,https://www.sephora.com/product/goop-g-tox-malachite-fruit-acid-pore-purifying-cleanser-P458961?icid2=products grid:p458961,5.0,1,1,0,1,1,1,48.0,1,4,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
198,https://www.sephora.com/product/gentle-cleansing-oil-P450633?icid2=products grid:p450633,4.5,0,0,0,0,0,1,40.0,1,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,https://www.sephora.com/product/treatment-cleansing-oil-face-eyes-P232933?icid2=products grid:p232933,4.0,0,0,0,0,0,1,50.0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,https://www.sephora.com/product/blackhead-solutions-self-heating-blackhead-extractor-P432243?icid2=products grid:p432243,3.0,0,0,0,0,1,1,29.0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,https://www.sephora.com/product/exfolikate-cleanser-daily-foaming-wash-P404322?icid2=products grid:p404322,4.5,0,1,0,0,1,0,40.0,3,6,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
202,https://www.sephora.com/product/active-moist-P423142?icid2=products grid:p423142,4.5,0,1,0,0,0,1,66.0,2,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
203,https://www.sephora.com/product/dr-barbara-sturm-super-anti-aging-face-cream-P471017?icid2=products grid:p471017,4.0,0,1,0,1,0,1,360.0,1,7,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
204,https://www.sephora.com/product/multi-active-day-cream-spf-20-all-skin-types-P406941?icid2=products grid:p406941,3.5,0,0,0,0,0,0,55.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,https://www.sephora.com/product/hydra-life-oil-to-milk-makeup-removing-cleanser-P417610?icid2=products grid:p417610,4.0,0,0,0,0,1,1,43.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,https://www.sephora.com/product/squalane-tea-tree-detox-mask-P442550?icid2=products grid:p442550,4.5,1,1,0,1,0,1,39.0,1,5,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
207,https://www.sephora.com/product/dr-barbara-sturm-mini-face-cream-P464233?icid2=products grid:p464233,4.0,0,0,0,0,0,0,68.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,https://www.sephora.com/product/redness-solutions-soothing-cleanser-P201439?icid2=products grid:p201439,4.0,0,0,0,0,0,1,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,https://www.sephora.com/product/pekee-bar-tm-P392248?icid2=products grid:p392248,4.5,0,1,0,1,0,1,28.0,1,6,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
210,https://www.sephora.com/product/immortelle-divine-cream-P387511?icid2=products grid:p387511,4.0,0,0,0,0,0,1,110.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,https://www.sephora.com/product/intensive-moisture-cleanser-P445822?icid2=products grid:p445822,4.0,0,1,0,0,0,1,39.0,1,4,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
212,https://www.sephora.com/product/balancing-cleanser-P442546?icid2=products grid:p442546,4.5,1,1,0,1,0,1,35.0,1,6,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
213,https://www.sephora.com/product/hydrating-essence-toner-P386910?icid2=products grid:p386910,4.5,0,0,0,0,0,0,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,https://www.sephora.com/product/origins-checks-balances-polishing-exfoliator-P471567?icid2=products grid:p471567,4.0,1,1,0,1,1,1,25.0,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
215,https://www.sephora.com/product/creme-ancienne-r-infusion-toner-P392618?icid2=products grid:p392618,3.5,0,0,0,1,1,1,92.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,https://www.sephora.com/product/first-aid-beauty-ultra-repair-firming-collagen-cream-with-peptides-niacinamide-P468821?icid2=products grid:p468821,5.0,1,1,0,1,1,1,42.0,1,6,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217,https://www.sephora.com/product/vinosource-moisturizing-sorbet-P271704?icid2=products grid:p271704,4.0,1,0,0,1,1,1,39.0,1,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
218,https://www.sephora.com/product/checks-balances-frothy-face-wash-P297516?icid2=products grid:p297516,4.5,1,1,0,0,0,1,24.0,1,5,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
