,product_url,overall_ratings,is_vegan,is_cruelty_free,award_wins,is_clean_product,has_clinical_results,has_alcohol,price,sizing_options_count,image_count,video_count,combination_skin_type,dry_skin_type,normal_skin_type,oily_skin_type,sensitive_skin_type,wrinkles_skincare_concerns,dryness_skincare_concerns,dark_circles_skincare_concerns,uneven_tone_skincare_concerns,loss_of_firmness_skincare_concerns,acne_skincare_concerns,dark_spots_skincare_concerns,targets_signs_of_aging_skincare_concerns,puffiness_skincare_concerns,lightweight_liquid_skincare_concerns,uneven_texture_skincare_concerns,redness_skincare_concerns,oiliness_skincare_concerns,makeup_removal_skincare_concerns,pores_skincare_concerns,from_famous_brand
219,https://www.sephora.com/product/caudalie-vinoclean-moisturizing-toner-rose-water-P468813?icid2=products grid:p468813,4.5,1,0,0,1,0,1,28.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
220,https://www.sephora.com/product/and-now-to-sleep-pillow-spray-P428420?icid2=products grid:p428420,4.5,0,0,0,1,0,1,25.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,https://www.sephora.com/product/nourishing-oil-cleanser-P392142?icid2=products grid:p392142,4.0,1,1,0,1,0,1,82.0,1,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222,https://www.sephora.com/product/innbeauty-project-down-to-tone-resurfacing-acid-toner-P471041?icid2=products grid:p471041,5.0,1,1,0,1,1,1,22.0,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
223,https://www.sephora.com/product/evercalm-gentle-cleansing-milk-P174626?icid2=products grid:p174626,4.0,0,1,0,1,0,1,34.0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
224,https://www.sephora.com/product/retinol-0-5-retexturizing-cream-P439427?icid2=products grid:p439427,4.0,0,1,0,0,0,0,61.0,1,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
225,https://www.sephora.com/product/concentrated-brightening-essence-P449408?icid2=products grid:p449408,5.0,1,1,0,1,0,0,215.0,1,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
226,https://www.sephora.com/product/mario-badescu-rose-hips-nourishing-oil-P462380?icid2=products grid:p462380,4.0,0,1,0,0,0,1,22.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,https://www.sephora.com/product/tarte-maracuja-tinted-hydrator-P456371?icid2=products grid:p456371,4.0,0,0,0,0,0,0,29.0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,https://www.sephora.com/product/the-inkey-list-oat-cleansing-balm-P455364?icid2=products grid:p455364,4.0,1,1,0,1,0,1,9.99,1,7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
229,https://www.sephora.com/product/mario-badescu-special-cucumber-lotion-P440487?icid2=products grid:p440487,3.5,0,1,0,0,0,0,11.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
230,https://www.sephora.com/product/neck-decollete-wrap-skin-perfecting-silicone-treatment-P436644?icid2=products grid:p436644,3.5,0,0,0,0,0,0,28.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,https://www.sephora.com/product/rose-o12-moisture-defence-oil-P228404?icid2=products grid:p228404,4.5,1,1,0,1,0,1,80.0,1,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232,https://www.sephora.com/product/time-response-skin-reserve-creme-P437678?icid2=products grid:p437678,5.0,0,1,0,0,0,1,150.0,1,6,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
233,https://www.sephora.com/product/clarins-hydrating-toning-lotion-P467755?icid2=products grid:p467755,4.5,0,0,0,0,1,1,27.0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,https://www.sephora.com/product/micro-essence-skin-activating-treatment-lotion-P387619?icid2=products grid:p387619,4.5,0,0,0,0,1,1,110.0,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
235,https://www.sephora.com/product/clearing-skin-wash-P445832?icid2=products grid:p445832,4.5,0,1,0,0,0,1,39.0,1,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
236,https://www.sephora.com/product/umbrian-clay-purifying-facial-toner-P408643?icid2=products grid:p408643,4.0,0,0,0,1,1,1,38.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,https://www.sephora.com/product/facial-cotton-P173726?icid2=products grid:p173726,5.0,0,0,0,0,0,0,12.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,https://www.sephora.com/product/mini-youthquake-hydra-full-retexturizing-gel-creme-moisturizer-P447357?icid2=products grid:p447357,4.5,0,0,0,0,0,1,15.0,1,5,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
239,https://www.sephora.com/product/pure-argan-oil-P412114?icid2=products grid:p412114,4.5,0,1,0,0,0,0,52.0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,https://www.sephora.com/product/capture-totale-intensive-night-restorative-creme-P375354?icid2=products grid:p375354,4.5,0,0,0,0,1,1,175.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,https://www.sephora.com/product/caudalie-vinoclean-deep-cleansing-exfoliator-P468814?icid2=products grid:p468814,4.5,1,0,0,1,0,1,35.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
242,https://www.sephora.com/product/hydrating-toner-P4032?icid2=products grid:p4032,4.5,0,0,0,0,0,1,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243,https://www.sephora.com/product/genoptics-spot-essence-P410755?icid2=products grid:p410755,4.0,0,0,0,0,0,1,225.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,https://www.sephora.com/product/vitamin-enriched-face-base-P270594?icid2=products grid:p270594,4.5,0,0,0,0,0,1,62.0,3,3,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
245,https://www.sephora.com/product/mini-magic-night-15ml-travel-size-P451727?icid2=products grid:p451727,5.0,0,0,0,0,1,0,45.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,https://www.sephora.com/product/max-sheer-all-day-moisture-defense-lotion-spf-30-sunscreen-lotion-P6563?icid2=products grid:p6563,4.0,0,0,0,0,0,0,42.0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,https://www.sephora.com/product/green-tea-moisture-balancing-toner-P449844?icid2=products grid:p449844,4.5,0,0,0,0,0,1,17.0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
248,https://www.sephora.com/product/regenerative-anti-aging-moisturizer-P282935?icid2=products grid:p282935,4.5,0,0,0,0,0,1,94.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,https://www.sephora.com/product/pores-no-more-pore-purifying-cleanser-P448710?icid2=products grid:p448710,4.5,0,0,0,0,0,0,36.0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
250,https://www.sephora.com/product/calendula-herbal-extract-alcohol-free-toner-P421997?icid2=products grid:p421997,4.0,0,0,0,0,0,1,40.0,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
251,https://www.sephora.com/product/dermalogica-daily-microfoliant-exfoliator-full-size-refill-set-P467613?icid2=products grid:p467613,5.0,0,1,0,0,0,0,90.0,1,12,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
252,https://www.sephora.com/product/clinique-id-your-custom-blend-hydrator-for-pores-uneven-texture-P439648?icid2=products grid:p439648,3.0,0,0,0,0,0,1,39.5,1,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
253,https://www.sephora.com/product/eradikate-daily-cleanser-acne-treatment-P415667?icid2=products grid:p415667,4.5,0,1,0,0,0,1,40.0,1,6,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
254,https://www.sephora.com/product/dark-spot-sun-defense-broad-spectrum-spf-50-P394353?icid2=products grid:p394353,4.0,1,1,0,1,0,1,42.0,1,2,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
255,https://www.sephora.com/product/pore-refining-solutions-stay-matte-hydrator-P374115?icid2=products grid:p374115,4.0,0,0,0,0,0,1,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,https://www.sephora.com/product/water-bank-hydro-gel-P448188?icid2=products grid:p448188,4.5,0,0,0,0,0,1,38.0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
257,https://www.sephora.com/product/balancing-moisturizer-P442541?icid2=products grid:p442541,3.5,0,1,0,1,0,1,48.0,1,4,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
258,https://www.sephora.com/product/holy-yoni-adaptogenic-oil-P439416?icid2=products grid:p439416,3.5,0,1,0,1,0,1,48.0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,https://www.sephora.com/product/tarte-knockout-brightening-gel-moisturizer-P456434?icid2=products grid:p456434,4.5,1,1,0,1,1,1,14.0,2,5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
260,https://www.sephora.com/product/vinosource-overnight-recovery-oil-P386734?icid2=products grid:p386734,4.5,0,0,0,1,1,1,50.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,https://www.sephora.com/product/the-method-polish-P399737?icid2=products grid:p399737,4.5,0,0,0,0,0,0,60.0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,https://www.sephora.com/product/clarins-hydrating-gentle-foaming-cleanser-P469449?icid2=products grid:p469449,2.5,0,0,0,0,1,0,27.0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,https://www.sephora.com/product/polished-rice-enzyme-powder-P426340?icid2=products grid:p426340,4.5,0,0,0,1,0,1,65.0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,https://www.sephora.com/product/acne-clear-oil-free-matte-moisturizer-P448910?icid2=products grid:p448910,4.0,0,0,0,0,0,1,38.0,1,6,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
265,https://www.sephora.com/product/innisfree-volcanic-clusters-pore-clearing-facial-foam-P456394?icid2=products grid:p456394,4.5,0,0,0,0,0,0,12.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
266,https://www.sephora.com/product/dr-barbara-sturm-face-cream-light-P449601?icid2=products grid:p449601,4.5,1,1,0,1,0,1,205.0,1,6,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
267,https://www.sephora.com/product/midnight-recovery-concentrate-P421998?icid2=products grid:p421998,4.0,0,0,0,0,0,0,52.0,3,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
268,https://www.sephora.com/product/creme-ancienne-soft-cream-P387948?icid2=products grid:p387948,4.0,0,0,0,1,1,1,155.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,https://www.sephora.com/product/thirstymud-tm-hydrating-treatment-P384782?icid2=products grid:p384782,4.5,0,0,0,0,1,1,60.0,3,6,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,https://www.sephora.com/product/resilience-lift-firming-sculpting-face-neck-creme-broad-spectrum-spf-15-normal-combination-P380012?icid2=products grid:p380012,3.5,0,0,0,0,1,1,95.0,1,5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
271,https://www.sephora.com/product/birds-nest-blurring-beauty-mousse-P419268?icid2=products grid:p419268,3.5,0,0,0,0,0,1,18.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,https://www.sephora.com/product/botanical-radiance-oil-P429238?icid2=products grid:p429238,3.5,0,0,0,0,0,1,105.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,https://www.sephora.com/product/rosehip-oil-P443834?icid2=products grid:p443834,4.0,0,1,0,1,0,1,10.99,1,7,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
274,https://www.sephora.com/product/ilia-blue-light-filter-protect-set-mist-P471245?icid2=products grid:p471245,5.0,1,1,0,0,1,1,38.0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,https://www.sephora.com/product/clean-biotic-ph-balanced-yogurt-cleanser-with-chlorophyll-P444225?icid2=products grid:p444225,4.5,0,0,0,0,0,1,35.0,1,6,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
276,https://www.sephora.com/product/murad-clarifying-oil-free-water-gel-P460574?icid2=products grid:p460574,4.5,0,1,0,0,0,1,44.0,1,7,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
277,https://www.sephora.com/product/clarifying-cleansing-foam-P433618?icid2=products grid:p433618,4.5,0,0,0,0,0,0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278,https://www.sephora.com/product/eau-fraiche-douceur-micellar-cleansing-water-face-eyes-lips-P217935?icid2=products grid:p217935,4.5,0,0,0,0,0,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,https://www.sephora.com/product/green-tea-moisturizer-P440056?icid2=products grid:p440056,4.5,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,https://www.sephora.com/product/premier-cru-precious-oil-P428106?icid2=products grid:p428106,4.5,0,0,0,1,1,1,89.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
281,https://www.sephora.com/product/honey-savior-all-in-one-skin-repair-salve-with-echinacea-greenenvy-honey-P414293?icid2=products grid:p414293,4.5,0,1,0,1,0,1,34.0,1,5,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,https://www.sephora.com/product/dr-barbara-sturm-darker-skin-tones-enzyme-cleanser-P448546?icid2=products grid:p448546,5.0,1,1,0,1,0,1,75.0,1,3,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
283,https://www.sephora.com/product/saturday-skin-pore-clarifying-toner-10-glycolic-acid-pore-control-complex-P455234?icid2=products grid:p455234,4.5,1,0,0,1,0,1,30.0,1,7,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
284,https://www.sephora.com/product/dominique-cosmetics-ultra-hydrating-face-mist-jadeywadey-x-dominique-cosmetics-P458584?icid2=products grid:p458584,4.5,0,0,0,0,0,0,32.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,https://www.sephora.com/product/pure-one-step-camellia-cleansing-oil-P392235?icid2=products grid:p392235,4.5,0,0,0,1,0,1,48.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,https://www.sephora.com/product/augustinus-bader-the-cream-cleansing-gel-with-tfc8-gentle-cleanser-P470506?icid2=products grid:p470506,5.0,0,1,0,0,1,0,65.0,1,5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
287,https://www.sephora.com/product/creme-ancienne-r-infusion-toner-P392618?icid2=products grid:p392618,3.5,0,0,0,1,1,1,92.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,https://www.sephora.com/product/nutritious-radiant-vitality-2-in-1-foam-cleanser-P380019?icid2=products grid:p380019,4.5,0,0,0,0,0,1,34.0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
289,https://www.sephora.com/product/clarins-velvet-cleansing-milk-P467758?icid2=products grid:p467758,1.0,0,0,0,0,1,0,30.0,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,https://www.sephora.com/product/caudalie-vinoperfect-instant-brightening-moisturizer-with-niacinamide-P471226?icid2=products grid:p471226,5.0,1,1,0,1,1,1,59.0,1,4,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
291,https://www.sephora.com/product/oribe-gold-lust-all-over-oil-P469090?icid2=products grid:p469090,4.5,0,1,0,0,0,0,62.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,https://www.sephora.com/product/capture-youth-age-delay-advanced-creme-P427729?icid2=products grid:p427729,4.0,0,0,0,0,1,1,95.0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,https://www.sephora.com/product/the-essence-plumping-skin-softener-P415771?icid2=products grid:p415771,4.5,0,0,0,1,0,1,95.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
294,https://www.sephora.com/product/benefiance-wrinkle-smoothing-cream-enriched-P448202?icid2=products grid:p448202,4.5,0,0,0,0,1,1,70.0,2,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,https://www.sephora.com/product/ginzing-energy-boosting-gel-moisturizer-P444044?icid2=products grid:p444044,4.5,0,0,0,1,0,1,19.0,3,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,https://www.sephora.com/product/creme-de-la-mer-mini-P426501?icid2=products grid:p426501,4.0,0,0,0,0,0,0,95.0,1,6,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
297,https://www.sephora.com/product/amorepacific-moisture-plumping-nectar-cream-P458760?icid2=products grid:p458760,4.5,0,0,0,0,0,1,160.0,1,3,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,https://www.sephora.com/product/facial-treatment-essence-P375849?icid2=products grid:p375849,4.0,0,0,0,0,0,1,185.0,2,6,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
299,https://www.sephora.com/product/kate-somerville-kateceuticals-resurfacing-overnight-peel-with-glycolic-acid-retinol-niacinamide-P470535?icid2=products grid:p470535,5.0,0,1,0,0,1,1,88.0,1,6,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
300,https://www.sephora.com/product/coola-suncare-full-spectrum-360-mineral-sun-silk-moisturizer-organic-sunscreen-spf-30-P456565?icid2=products grid:p456565,3.5,1,1,0,1,0,1,42.0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
301,https://www.sephora.com/product/revitalizing-toner-P440060?icid2=products grid:p440060,4.5,0,0,0,0,0,1,25.0,1,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
302,https://www.sephora.com/product/kiehls-super-multi-corrective-cream-P461948?icid2=products grid:p461948,4.0,0,0,0,0,1,1,68.0,1,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
303,https://www.sephora.com/product/magic-mattifying-balm-blotting-sheet-duo-P416573?icid2=products grid:p416573,3.5,0,0,0,0,0,1,20.0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,https://www.sephora.com/product/vinopure-natural-salicylic-acid-pore-minimizing-toner-P433625?icid2=products grid:p433625,4.0,0,0,0,1,1,1,28.0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,https://www.sephora.com/product/rub-a-dub-refining-peel-gel-P423971?icid2=products grid:p423971,4.5,0,1,0,1,0,1,28.0,1,5,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306,https://www.sephora.com/product/armani-prima-color-control-glow-moisturizer-P446863?icid2=products grid:p446863,4.5,0,0,0,0,0,1,55.0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,https://www.sephora.com/product/josie-maran-skin-dope-100mg-cbd-recovery-face-moisturizer-P457269?icid2=products grid:p457269,3.5,1,1,0,1,0,1,68.0,1,3,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
308,https://www.sephora.com/product/coconut-melt-P413350?icid2=products grid:p413350,4.0,1,1,0,1,0,1,28.0,2,4,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,https://www.sephora.com/product/glowstarter-mega-illuminating-moisturizer-P408739?icid2=products grid:p408739,4.0,0,0,0,0,0,1,50.0,1,7,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310,https://www.sephora.com/product/kora-organics-milky-mushroom-gentle-cleansing-oil-P468684?icid2=products grid:p468684,4.5,1,1,0,1,0,1,40.0,1,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
311,https://www.sephora.com/product/cooling-water-mini-P428234?icid2=products grid:p428234,3.0,1,1,0,1,0,1,18.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,https://www.sephora.com/product/it-cosmetics-confidence-in-neck-cream-P455610?icid2=products grid:p455610,3.5,0,0,0,0,0,1,54.0,1,5,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,https://www.sephora.com/product/rare-earth-deep-pore-daily-cleanser-P422248?icid2=products grid:p422248,4.5,0,1,0,0,0,0,25.0,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
314,https://www.sephora.com/product/alpyn-beauty-calming-sleeping-mask-with-melatonin-wild-dandelion-P455615?icid2=products grid:p455615,4.5,1,1,0,1,1,1,68.0,1,5,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,https://www.sephora.com/product/nutritious-vitality8-radiant-moisture-creme-P392892?icid2=products grid:p392892,4.0,0,0,0,0,0,0,70.0,1,4,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
316,https://www.sephora.com/product/sos-save-our-skin-daily-rescue-facial-spray-mini-P448853?icid2=products grid:p448853,4.0,0,1,0,0,0,1,12.0,1,8,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
317,https://www.sephora.com/product/clear-improving-pore-clearing-moisturizer-with-bamboo-charcoal-P446421?icid2=products grid:p446421,4.5,0,1,0,1,0,1,36.0,1,6,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
318,https://www.sephora.com/product/barrier-lipid-peptide-lotion-P442839?icid2=products grid:p442839,4.5,1,1,0,1,1,1,38.0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
319,https://www.sephora.com/product/instant-eye-makeup-remover-P94902?icid2=products grid:p94902,4.5,0,0,0,0,0,0,30.0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,https://www.sephora.com/product/dr-zenovia-skin-care-peptide-ceramide-repairing-moisturizer-P464238?icid2=products grid:p464238,4.5,0,1,0,0,0,0,79.0,1,5,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,https://www.sephora.com/product/orchid-youth-enriched-cream-P449855?icid2=products grid:p449855,4.5,0,0,0,0,0,1,29.0,1,3,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
322,https://www.sephora.com/product/vinoperfect-concentrated-brightening-essence-P420224?icid2=products grid:p420224,4.0,1,0,0,1,1,0,54.0,1,7,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
323,https://www.sephora.com/product/precleanse-P423148?icid2=products grid:p423148,4.5,0,1,0,0,0,0,45.0,3,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
324,https://www.sephora.com/product/the-silk-cream-P417867?icid2=products grid:p417867,4.0,0,0,0,1,0,1,120.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,https://www.sephora.com/product/milk-makeup-vegan-milk-moisturizer-mini-P453609?icid2=products grid:p453609,4.5,1,1,0,1,1,1,19.0,1,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,https://www.sephora.com/product/set-refresh-perfecting-makeup-mist-P422334?icid2=products grid:p422334,4.5,0,0,0,0,0,0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,https://www.sephora.com/product/facial-treatment-clear-lotion-P375853?icid2=products grid:p375853,4.0,0,0,0,0,0,1,76.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,https://www.sephora.com/product/dior-capture-totale-cell-energy-high-performance-gentle-cleanser-P454809?icid2=products grid:p454809,4.5,0,0,0,0,1,1,42.0,1,6,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
329,https://www.sephora.com/product/clarins-purifying-gentle-foaming-cleanser-P469448?icid2=products grid:p469448,2.5,0,0,0,0,1,1,27.0,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
330,https://www.sephora.com/product/clarifying-moisturizer-P412407?icid2=products grid:p412407,4.0,1,1,0,1,0,1,116.0,1,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
331,https://www.sephora.com/product/black-label-detox-bb-beauty-balm-P374568?icid2=products grid:p374568,4.0,0,0,0,0,0,1,36.0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,https://www.sephora.com/product/clinique-id-your-custom-blend-hydrator-P439643?icid2=products grid:p439643,3.5,0,0,0,0,0,1,39.5,1,7,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
333,https://www.sephora.com/product/fresh-creme-ancienne-face-oil-elixir-P452694?icid2=products grid:p452694,3.5,0,0,0,1,1,1,175.0,1,5,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
